#{"t_start": 1616435654.7412186, "env_id": null}
r,l,t
-0.738095,12,411.97137
-0.833333,8,412.038338
-0.666667,15,412.168952
-0.785714,10,412.262511
-0.714286,13,412.377481
-0.785714,10,412.465512
-0.880952,6,412.513699
-0.738095,12,412.628073
-0.809524,9,412.88231
-0.666667,15,413.005563
-0.809524,9,413.084915
-0.809524,9,413.158537
-9.642857,16,413.290291
-0.833333,8,413.358316
-9.738095,12,413.463424
-0.833333,8,413.540395
-0.833333,8,413.608731
-0.785714,10,413.697776
-0.738095,12,413.797011
-0.714286,13,413.903294
-0.880952,6,413.959842
-0.833333,8,414.031277
-0.666667,15,414.161139
-0.714286,13,414.273799
-0.928571,4,414.316061
1.238095,11,414.408308
-0.809524,9,414.489044
-0.738095,12,414.596767
-0.785714,10,414.681885
-0.738095,12,414.787453
-0.738095,12,414.893978
-0.809524,9,414.97077
-0.714286,13,415.264995
-0.904762,5,415.313561
-0.809524,9,415.39055
-0.785714,10,415.478325
-0.738095,12,415.582554
-0.833333,8,415.653955
1.214286,10,415.735501
-9.595238,18,415.87521
1.190476,9,415.946468
-0.761905,11,416.040771
-0.738095,12,416.149242
-0.738095,12,416.24345
-0.785714,10,416.329721
-0.857143,7,416.385062
-0.857143,7,416.450691
-0.738095,12,416.552459
-0.809524,9,416.632205
-9.571429,19,416.782963
-9.738095,12,416.87755
-0.785714,10,416.966448
-0.833333,8,417.031564
-0.857143,7,417.092971
-0.928571,4,417.125458
-0.833333,8,417.192386
-0.738095,12,417.296484
-0.904762,5,417.336897
-0.595238,18,417.667449
-0.857143,7,417.727989
-0.785714,10,417.813617
-0.833333,8,417.882036
-0.833333,8,417.947192
-0.880952,6,417.997888
-0.857143,7,418.057139
-0.857143,7,418.116178
-0.928571,4,418.15046
-0.761905,11,418.240761
-0.809524,9,418.318933
-0.833333,8,418.386707
1.261905,12,418.49056
-0.833333,8,418.556806
-0.857143,7,418.617743
-0.809524,9,418.694134
-0.880952,6,418.746937
-0.761905,11,418.838032
-0.904762,5,418.87981
-0.809524,9,418.956405
-0.785714,10,419.040548
-0.857143,7,419.108214
-0.690476,14,419.223384
-0.761905,11,419.314925
-0.857143,7,419.375262
-0.785714,10,419.459251
-0.857143,7,419.516233
-0.857143,7,419.576605
-0.785714,10,419.661142
-0.857143,7,419.720812
-0.833333,8,419.966718
-0.833333,8,420.037915
-0.857143,7,420.09467
-0.928571,4,420.133887
-0.833333,8,420.199683
-0.809524,9,420.276451
-0.833333,8,420.344745
-0.833333,8,420.415385
-0.666667,15,420.538357
-0.904762,5,420.584053
-0.761905,11,420.676902
-9.714286,13,420.783917
-0.690476,14,420.893409
-0.714286,13,420.993011
-0.785714,10,421.083269
-0.809524,9,421.158386
-0.880952,6,421.213724
-0.809524,9,421.291055
-0.809524,9,421.367169
-0.809524,9,421.445377
1.190476,9,421.516443
-0.880952,6,421.571892
-0.809524,9,421.648085
-0.904762,5,421.687519
-0.857143,7,421.750587
-0.761905,11,421.845921
-0.761905,11,421.940926
-0.690476,14,422.054261
-0.857143,7,422.292791
-9.714286,13,422.401636
-0.928571,4,422.434673
-0.785714,10,422.519053
-9.761905,11,422.607968
-0.761905,11,422.703065
-0.857143,7,422.759944
-0.809524,9,422.836976
-0.761905,11,422.930539
-0.738095,12,423.032776
-0.880952,6,423.082307
-0.738095,12,423.192949
-0.761905,11,423.282116
-0.833333,8,423.352093
-0.833333,8,423.41912
-0.761905,11,423.508145
-0.880952,6,423.557383
-0.833333,8,423.62508
-0.880952,6,423.678164
-0.857143,7,423.735837
-0.761905,11,423.835132
-0.785714,10,423.916973
-0.761905,11,424.012493
-0.833333,8,424.080158
-0.809524,9,424.158915
-0.738095,12,424.261692
-0.738095,12,424.36763
-0.928571,4,424.400272
-9.761905,11,424.681184
-9.761905,11,424.774225
-0.785714,10,424.856895
-0.690476,14,424.975992
-9.809524,9,425.048322
-0.857143,7,425.108086
-0.738095,12,425.214245
-0.880952,6,425.267909
-0.857143,7,425.332727
-0.833333,8,425.404564
-0.833333,8,425.477347
-0.785714,10,425.562886
-0.880952,6,425.618042
-0.761905,11,425.709499
-9.761905,11,425.801064
-0.880952,6,425.847307
-0.880952,6,425.898378
-0.785714,10,425.981089
-0.880952,6,426.03028
-0.809524,9,426.107387
-0.880952,6,426.155103
-0.809524,9,426.230897
-9.690476,14,426.343798
-0.809524,9,426.437316
-0.928571,4,426.468816
-0.761905,11,426.560973
-0.785714,10,426.643851
-0.833333,8,426.711684
-0.809524,9,426.786132
-0.857143,7,427.030322
-0.785714,10,427.116986
-0.785714,10,427.200883
-9.571429,19,427.351737
-0.833333,8,427.420925
-0.833333,8,427.490235
-0.738095,12,427.590549
-0.857143,7,427.656523
-0.809524,9,427.735066
-0.785714,10,427.819285
-0.857143,7,427.875117
-0.857143,7,427.9431
-0.738095,12,428.038897
-0.880952,6,428.087809
-0.809524,9,428.162625
-0.833333,8,428.232804
-0.880952,6,428.284868
-0.809524,9,428.35742
-9.714286,13,428.466467
-0.809524,9,428.545884
-0.833333,8,428.613496
-0.809524,9,428.691901
-9.738095,12,428.781646
1.404762,18,428.917569
-0.880952,6,428.966921
-0.761905,11,429.060403
-0.857143,7,429.118322
-9.738095,12,429.403517
-0.833333,8,429.472503
1.214286,10,429.554396
-0.833333,8,429.623862
-0.857143,7,429.681589
-0.857143,7,429.741298
-0.714286,13,429.853131
-0.928571,4,429.884796
-0.785714,10,429.971321
-0.761905,11,430.066514
-9.666667,15,430.195782
-0.928571,4,430.227044
-9.690476,14,430.337417
-0.833333,8,430.402081
-0.785714,10,430.486944
-9.666667,15,430.60197
-0.904762,5,430.644303
-9.666667,15,430.783608
-9.714286,13,430.887802
-0.690476,14,431.008317
-0.904762,5,431.050354
-0.928571,4,431.092416
-0.761905,11,431.203743
1.166667,8,431.280663
-0.928571,4,431.315555
-9.714286,13,431.433234
-0.809524,9,431.519702
-9.666667,15,431.856913
-0.785714,10,431.943817
-0.809524,9,432.018959
-0.785714,10,432.099808
-9.714286,13,432.200633
-0.785714,10,432.288124
-0.714286,13,432.398839
-9.785714,10,432.477943
-0.738095,12,432.58057
-0.666667,15,432.710105
-0.690476,14,432.83043
-0.785714,10,432.921289
-0.857143,7,432.990568
-0.928571,4,433.024822
-0.857143,7,433.08287
-0.857143,7,433.142811
-0.761905,11,433.251592
-0.809524,9,433.342759
-0.809524,9,433.433425
-0.857143,7,433.498126
-0.857143,7,433.56782
-0.880952,6,433.627087
-0.833333,8,433.701813
-0.761905,11,433.800439
-0.738095,12,433.914894
-0.785714,10,433.999223
-0.857143,7,434.268903
-9.809524,9,434.346802
-0.833333,8,434.42179
-0.761905,11,434.532338
-0.761905,11,434.651116
-0.809524,9,434.737508
-0.857143,7,434.802845
-0.928571,4,434.840541
-0.833333,8,434.919537
-0.714286,13,435.03913
-0.880952,6,435.094688
-0.666667,15,435.22971
-9.642857,16,435.376815
-9.595238,18,435.532098
-0.880952,6,435.593249
-9.619048,17,435.762898
-9.738095,12,435.87961
-0.880952,6,435.944503
-0.761905,11,436.058052
-0.785714,10,436.160668
-0.857143,7,436.235068
-0.690476,14,436.36228
-0.809524,9,436.447208
-0.833333,8,436.522594
-0.833333,8,436.598511
-0.857143,7,436.660784
-0.690476,14,436.988695
-0.714286,13,437.107244
-0.761905,11,437.207477
-0.690476,14,437.331979
-0.857143,7,437.391009
-0.761905,11,437.498543
-9.738095,12,437.605764
-0.690476,14,437.730819
-0.785714,10,437.82474
-0.833333,8,437.895918
-0.785714,10,437.986478
-0.761905,11,438.093301
-0.785714,10,438.187015
-0.714286,13,438.313916
1.261905,12,438.41962
-0.809524,9,438.506172
-0.761905,11,438.609718
-0.904762,5,438.65818
-0.809524,9,438.744934
-0.857143,7,438.807492
-0.833333,8,438.881039
-0.785714,10,438.969699
-9.738095,12,439.072111
-0.928571,4,439.11123
-0.785714,10,439.20107
-0.880952,6,439.461938
-9.761905,11,439.557144
-0.880952,6,439.612059
-0.738095,12,439.712996
-0.928571,4,439.750593
-0.761905,11,439.843985
1.333333,15,439.982328
-0.738095,12,440.090505
-0.880952,6,440.141207
1.285714,13,440.257272
-0.785714,10,440.340506
-9.833333,8,440.403354
-0.761905,11,440.498087
-9.761905,11,440.595039
-0.785714,10,440.684242
-9.785714,10,440.767326
-0.785714,10,440.851248
-9.642857,16,440.991335
-0.833333,8,441.063274
1.214286,10,441.142442
-0.857143,7,441.206124
-0.857143,7,441.276055
-0.880952,6,441.32793
-0.833333,8,441.395527
-9.738095,12,441.495021
-0.857143,7,441.563471
-0.738095,12,441.681392
-0.904762,5,441.937466
-0.833333,8,442.007953
-0.785714,10,442.100503
-0.785714,10,442.199026
-0.761905,11,442.303289
-0.785714,10,442.405401
-0.928571,4,442.440462
-0.928571,4,442.476129
-9.714286,13,442.586932
-0.809524,9,442.665938
-0.809524,9,442.750684
-0.785714,10,442.847932
-9.738095,12,442.952428
-0.761905,11,443.058452
-0.833333,8,443.131218
-0.833333,8,443.202
-0.904762,5,443.250129
-0.833333,8,443.322807
-0.880952,6,443.377916
-0.761905,11,443.477119
-0.714286,13,443.59921
-0.761905,11,443.704024
-0.833333,8,443.777105
-0.809524,9,443.853943
-0.714286,13,443.969374
-0.785714,10,444.057348
-0.857143,7,444.119325
-0.809524,9,444.200947
-0.809524,9,444.483044
-0.809524,9,444.559831
-0.904762,5,444.61324
-0.666667,15,444.737425
-0.880952,6,444.7961
1.190476,9,444.874653
-0.904762,5,444.919806
-0.785714,10,445.018833
-0.738095,12,445.12202
-0.690476,14,445.241522
-0.714286,13,445.367637
-0.809524,9,445.447528
-0.785714,10,445.532599
-0.785714,10,445.630862
-0.761905,11,445.730784
-0.809524,9,445.809754
-0.714286,13,445.930516
-0.809524,9,446.014786
-0.904762,5,446.068585
-0.809524,9,446.150638
-0.785714,10,446.243799
-0.761905,11,446.341517
-0.857143,7,446.401647
-0.928571,4,446.435766
-0.928571,4,446.467046
-9.690476,14,446.584442
-0.928571,4,446.623443
-0.857143,7,446.699934
-0.880952,6,446.753517
-0.738095,12,447.085163
-0.761905,11,447.188268
-0.857143,7,447.251048
-0.809524,9,447.334266
-9.761905,11,447.430562
-0.761905,11,447.526778
-0.904762,5,447.569047
-0.928571,4,447.602629
1.309524,14,447.727942
-0.809524,9,447.817476
-0.904762,5,447.860975
-0.928571,4,447.896503
-0.904762,5,447.939456
-0.928571,4,447.984815
-0.833333,8,448.059685
-0.857143,7,448.126578
-0.738095,12,448.236181
-0.666667,15,448.367052
-0.928571,4,448.401903
-0.809524,9,448.484486
-0.785714,10,448.570444
-0.904762,5,448.614288
-0.857143,7,448.684073
-0.880952,6,448.735332
-0.904762,5,448.785834
-0.857143,7,448.849809
-0.833333,8,448.920949
-0.809524,9,449.002736
-9.666667,15,449.129549
-9.619048,17,449.272306
-0.928571,4,449.509484
-0.738095,12,449.629234
-9.738095,12,449.732501
-9.690476,14,449.852475
-0.857143,7,449.919633
-0.714286,13,450.034087
-0.785714,10,450.124252
-9.761905,11,450.222296
-0.761905,11,450.322531
-0.904762,5,450.369921
-0.928571,4,450.407233
-0.714286,13,450.521058
-0.904762,5,450.571077
-0.785714,10,450.654309
-0.666667,15,450.787216
-0.904762,5,450.831079
-0.809524,9,450.91839
-0.857143,7,450.973876
-0.785714,10,451.065487
-0.738095,12,451.170895
-0.880952,6,451.225197
-0.904762,5,451.269079
-0.738095,12,451.380571
-9.738095,12,451.48059
-0.761905,11,451.574784
-0.833333,8,451.643438
-0.785714,10,451.727587
-0.833333,8,451.987327
-9.785714,10,452.069491
-0.761905,11,452.165914
-0.809524,9,452.244776
-0.833333,8,452.314828
-0.928571,4,452.350044
-0.785714,10,452.441281
-0.928571,4,452.478051
-0.880952,6,452.533614
-0.833333,8,452.601696
-0.714286,13,452.715714
-0.857143,7,452.775843
-0.761905,11,452.873059
-0.761905,11,452.969714
-9.619048,17,453.10648
-0.904762,5,453.149812
-0.880952,6,453.203347
-0.761905,11,453.301978
-0.714286,13,453.422663
1.285714,13,453.558313
-0.833333,8,453.645468
-0.928571,4,453.68793
-9.738095,12,453.815079
-0.833333,8,453.894162
-0.880952,6,453.94827
-9.714286,13,454.05314
-0.833333,8,454.12149
-0.857143,7,454.180764
-0.738095,12,454.517204
1.333333,15,454.64797
-0.714286,13,454.766165
-0.880952,6,454.819256
-0.785714,10,454.915609
-0.880952,6,454.966569
-9.666667,15,455.09015
-9.619048,17,455.235304
-0.880952,6,455.284791
-0.904762,5,455.331121
-0.738095,12,455.439419
-0.738095,12,455.542272
-0.904762,5,455.588567
-0.857143,7,455.649731
-0.833333,8,455.727399
-0.809524,9,455.805308
-9.714286,13,455.916356
-0.761905,11,456.012252
-0.738095,12,456.118288
-0.785714,10,456.216377
-9.785714,10,456.297296
-0.904762,5,456.345928
-0.857143,7,456.406634
-0.904762,5,456.452355
-0.761905,11,456.556551
-0.904762,5,456.602812
-0.904762,5,456.651393
-0.833333,8,456.716844
-0.833333,8,456.987575
1.285714,13,457.09568
-0.880952,6,457.151701
-0.785714,10,457.246553
-0.785714,10,457.334426
-0.880952,6,457.387894
-0.785714,10,457.485349
-0.928571,4,457.518409
-0.880952,6,457.567856
-0.833333,8,457.638902
-0.666667,15,457.7653
-0.642857,16,457.901212
-0.761905,11,457.998559
1.238095,11,458.087893
-0.857143,7,458.160571
-0.785714,10,458.250188
-0.738095,12,458.35488
-0.785714,10,458.447589
-9.619048,17,458.589313
-0.809524,9,458.669116
-9.714286,13,458.782272
-0.785714,10,458.86765
-0.904762,5,458.914479
-9.738095,12,459.012669
-0.785714,10,459.105893
-0.809524,9,459.189204
-9.571429,19,459.535709
1.190476,9,459.615485
-0.833333,8,459.684454
-9.714286,13,459.801333
-0.857143,7,459.864008
-9.738095,12,459.970302
-0.714286,13,460.093765
-0.714286,13,460.21372
-0.857143,7,460.276001
-0.880952,6,460.324861
-0.833333,8,460.400261
-0.761905,11,460.497467
-0.761905,11,460.593206
-0.833333,8,460.662814
-0.714286,13,460.778159
-0.833333,8,460.849169
-0.880952,6,460.900336
-0.880952,6,460.956136
-0.833333,8,461.03028
-9.690476,14,461.151676
-0.690476,14,461.269247
-0.880952,6,461.322395
-0.738095,12,461.422406
-0.714286,13,461.540903
-0.761905,11,461.639618
-0.642857,16,461.968631
-0.904762,5,462.015913
-0.809524,9,462.091128
-0.690476,14,462.213353
-0.928571,4,462.248675
-0.833333,8,462.317714
-0.833333,8,462.385496
-0.809524,9,462.46925
-0.809524,9,462.550352
-0.809524,9,462.635051
-0.738095,12,462.738426
-0.690476,14,462.864084
-0.738095,12,462.981142
-0.880952,6,463.033372
-9.690476,14,463.160889
1.214286,10,463.247243
-0.761905,11,463.344933
-0.738095,12,463.44894
-0.761905,11,463.551414
-9.571429,19,463.71432
-0.833333,8,463.785651
-0.809524,9,463.859936
-9.714286,13,463.963547
-0.809524,9,464.038594
-9.642857,16,464.358166
-0.738095,12,464.460904
-0.785714,10,464.54497
1.238095,11,464.636044
-0.809524,9,464.715478
-0.880952,6,464.77036
-0.928571,4,464.803254
-0.928571,4,464.836122
-0.785714,10,464.921525
-0.880952,6,464.972855
-0.833333,8,465.043392
-0.904762,5,465.087797
-0.857143,7,465.143241
-0.761905,11,465.236185
-0.785714,10,465.320083
-0.809524,9,465.400886
-9.761905,11,465.486625
1.214286,10,465.568226
-0.833333,8,465.63538
-0.738095,12,465.745471
-0.880952,6,465.803166
-0.738095,12,465.913135
-0.809524,9,465.992895
-0.857143,7,466.053017
-0.785714,10,466.152874
-0.880952,6,466.206704
-0.880952,6,466.261578
-0.833333,8,466.331524
-0.785714,10,466.416494
-0.904762,5,466.460739
-0.857143,7,466.524639
-0.833333,8,466.777783
-0.833333,8,466.845631
-0.880952,6,466.901526
-0.785714,10,466.988856
-0.833333,8,467.05988
-0.857143,7,467.124058
-0.738095,12,467.227606
-0.785714,10,467.312681
-0.928571,4,467.345997
-0.785714,10,467.439923
-0.857143,7,467.500004
-0.880952,6,467.550636
-0.857143,7,467.611324
-0.690476,14,467.725193
-0.904762,5,467.774943
-9.761905,11,467.862745
-0.809524,9,467.939005
-0.928571,4,467.974781
-0.738095,12,468.083509
-0.857143,7,468.14261
-9.833333,8,468.213211
-0.785714,10,468.300033
-0.785714,10,468.388846
-0.809524,9,468.46422
-0.809524,9,468.547753
-0.880952,6,468.604673
-0.833333,8,468.671106
-0.833333,8,468.742119
-0.833333,8,468.811413
-0.833333,8,468.8832
-0.785714,10,469.146902
-0.761905,11,469.247713
-0.857143,7,469.307261
-0.809524,9,469.383929
-0.880952,6,469.433439
-0.833333,8,469.501091
-0.857143,7,469.56143
-0.857143,7,469.619666
-0.833333,8,469.686085
-9.690476,14,469.797662
-9.738095,12,469.898726
-0.880952,6,469.945499
-0.880952,6,469.999503
-0.738095,12,470.103508
-0.904762,5,470.142207
-0.833333,8,470.214938
-9.714286,13,470.32391
-0.785714,10,470.404577
-0.809524,9,470.481381
-0.833333,8,470.550339
-9.666667,15,470.674503
-0.928571,4,470.71154
-9.642857,16,470.842174
-0.857143,7,470.900963
-0.785714,10,470.988082
-0.714286,13,471.101873
1.309524,14,471.221496
-0.904762,5,471.265651
-0.738095,12,471.554425
-0.785714,10,471.64896
-0.809524,9,471.725792
-0.833333,8,471.796289
-0.809524,9,471.874733
-0.809524,9,471.961805
-0.642857,16,472.095649
-0.785714,10,472.181474
-0.714286,13,472.30434
-0.785714,10,472.390504
-0.880952,6,472.440813
-0.714286,13,472.556053
-0.642857,16,472.686246
-0.785714,10,472.76868
-0.809524,9,472.847977
-0.642857,16,472.978701
-0.904762,5,473.023689
-9.833333,8,473.096897
-0.809524,9,473.172441
-0.809524,9,473.249605
-0.880952,6,473.302232
1.238095,11,473.398616
-0.857143,7,473.458446
-0.857143,7,473.520885
-0.714286,13,473.632231
-0.857143,7,473.693017
-9.761905,11,473.96771
-0.738095,12,474.071937
-0.761905,11,474.172801
-9.666667,15,474.293779
-0.880952,6,474.451218
-0.904762,5,474.494607
-0.857143,7,474.559753
-0.857143,7,474.630008
-0.857143,7,474.691756
-0.857143,7,474.755251
-0.738095,12,474.864476
-9.809524,9,474.944448
-9.714286,13,475.046518
-0.880952,6,475.102146
-0.809524,9,475.179347
-0.785714,10,475.273057
-0.880952,6,475.329602
-0.738095,12,475.434395
-9.761905,11,475.532976
-0.809524,9,475.608484
-0.785714,10,475.701662
-0.857143,7,475.765157
-0.690476,14,475.887585
-0.928571,4,475.92621
-0.880952,6,475.983539
-0.833333,8,476.054608
-0.785714,10,476.143308
-0.833333,8,476.212145
-0.904762,5,476.256122
-0.928571,4,476.487462
-9.714286,13,476.604957
-0.880952,6,476.659195
-0.738095,12,476.770686
-0.833333,8,476.844763
1.285714,13,476.96135
-0.738095,12,477.065606
-0.738095,12,477.172274
-0.714286,13,477.288911
1.166667,8,477.355235
-0.857143,7,477.417124
-9.666667,15,477.544244
-0.857143,7,477.605291
-9.714286,13,477.721527
-0.809524,9,477.801239
-0.809524,9,477.884182
-0.642857,16,478.021372
-0.761905,11,478.12365
-0.690476,14,478.246777
1.142857,7,478.304699
-0.785714,10,478.396463
-0.666667,15,478.52628
-0.928571,4,478.560795
-0.904762,5,478.604998
-0.880952,6,478.659505
-0.761905,11,478.95058
-0.761905,11,479.048898
-0.761905,11,479.149807
-9.714286,13,479.257323
1.261905,12,479.353862
-0.833333,8,479.424659
-0.714286,13,479.538846
-0.857143,7,479.603558
-0.785714,10,479.689907
-0.857143,7,479.754091
-0.880952,6,479.811772
-0.857143,7,479.867814
-0.857143,7,479.926435
-0.833333,8,479.995331
-0.785714,10,480.078017
-0.714286,13,480.192452
-0.690476,14,480.311649
-0.738095,12,480.422258
-0.714286,13,480.533478
-9.785714,10,480.617236
-0.738095,12,480.725633
-0.857143,7,480.789572
1.238095,11,480.880127
-9.690476,14,480.991643
-0.928571,4,481.023462
-0.714286,13,481.316397
-0.785714,10,481.401331
-0.928571,4,481.433819
-0.761905,11,481.529531
-0.738095,12,481.637424
-0.809524,9,481.714359
-0.785714,10,481.800375
-0.928571,4,481.836108
-0.928571,4,481.872588
-0.785714,10,481.966244
-0.785714,10,482.051531
-0.785714,10,482.142815
-0.904762,5,482.184597
1.095238,5,482.223105
-0.809524,9,482.298717
-0.857143,7,482.355919
-0.761905,11,482.44538
-9.666667,15,482.558949
-0.833333,8,482.628489
-0.857143,7,482.689638
-0.809524,9,482.770738
-0.880952,6,482.825461
-0.809524,9,482.899091
-0.785714,10,482.987589
-0.928571,4,483.023829
-9.809524,9,483.097925
-0.809524,9,483.176017
-0.785714,10,483.261608
-0.761905,11,483.355185
-0.833333,8,483.424518
-0.666667,15,483.728596
-0.738095,12,483.830986
-0.714286,13,483.948208
-0.642857,16,484.081697
-0.761905,11,484.176616
-0.857143,7,484.239334
-0.833333,8,484.306141
-9.761905,11,484.394714
-0.761905,11,484.485159
-0.761905,11,484.582268
-0.880952,6,484.634093
-0.666667,15,484.766731
-9.714286,13,484.878183
-0.714286,13,484.990796
-0.690476,14,485.109269
-0.785714,10,485.199995
-0.833333,8,485.277406
-0.714286,13,485.38697
-0.833333,8,485.455691
-0.809524,9,485.535059
-0.857143,7,485.594293
-0.880952,6,485.648908
-0.904762,5,485.693051
-0.785714,10,485.779337
-9.785714,10,485.864436
-0.857143,7,486.10248
-9.666667,15,486.229118
-0.714286,13,486.346488
-0.880952,6,486.396079
-0.904762,5,486.441789
-0.880952,6,486.496423
-0.880952,6,486.545523
-0.761905,11,486.644088
-0.857143,7,486.706912
-0.761905,11,486.801121
-0.761905,11,486.897218
-9.785714,10,486.982144
-0.666667,15,487.105392
-0.928571,4,487.138951
-0.761905,11,487.233724
-0.761905,11,487.321816
-0.714286,13,487.435225
-0.904762,5,487.478355
-0.785714,10,487.567047
1.333333,15,487.689949
-0.833333,8,487.756156
-0.880952,6,487.806141
-0.761905,11,487.897817
-0.880952,6,487.945947
-0.857143,7,488.005782
-0.785714,10,488.09462
-0.714286,13,488.208946
-0.904762,5,488.254047
-0.761905,11,488.532084
-0.738095,12,488.634426
-9.666667,15,488.753111
-0.785714,10,488.838508
-0.809524,9,488.916334
-0.833333,8,488.986385
-9.642857,16,489.11599
-9.666667,15,489.234014
-9.761905,11,489.329274
-0.785714,10,489.416301
-0.857143,7,489.47612
-0.738095,12,489.581581
-0.833333,8,489.658614
1.238095,11,489.749533
-0.738095,12,489.848233
-0.785714,10,489.939527
-0.833333,8,490.008066
-0.904762,5,490.047891
-0.809524,9,490.127964
-0.833333,8,490.196046
-0.833333,8,490.267561
-0.809524,9,490.342401
-0.904762,5,490.38633
-0.833333,8,490.453098
1.190476,9,490.526935
-0.714286,13,490.818775
-0.904762,5,490.860756
-0.761905,11,490.95825
1.071429,4,490.992509
-0.738095,12,491.086845
-0.833333,8,491.157773
-0.904762,5,491.199978
-9.714286,13,491.305182
-0.690476,14,491.430727
-0.833333,8,491.499351
-0.833333,8,491.567845
-0.809524,9,491.6466
-0.833333,8,491.71688
-0.738095,12,491.825852
-9.738095,12,491.92241
-0.785714,10,492.011963
-0.690476,14,492.138749
-0.761905,11,492.237206
-0.904762,5,492.284616
-0.714286,13,492.397306
-0.714286,13,492.510525
-0.738095,12,492.620796
-0.857143,7,492.686458
-0.809524,9,492.771765
-0.761905,11,492.877491
-0.738095,12,492.987855
-0.809524,9,493.280504
-0.785714,10,493.36782
-0.761905,11,493.469964
-0.880952,6,493.522531
-0.809524,9,493.603644
-0.857143,7,493.661311
-0.857143,7,493.725739
-0.690476,14,493.846926
-9.642857,16,493.973598
-0.857143,7,494.037388
-0.738095,12,494.143318
-0.714286,13,494.252067
-0.785714,10,494.342895
-0.761905,11,494.439623
-0.833333,8,494.517766
-0.833333,8,494.584457
-0.785714,10,494.67562
-0.809524,9,494.752842
-0.785714,10,494.837908
-0.738095,12,494.942719
-9.809524,9,495.012913
-0.833333,8,495.080531
-0.785714,10,495.179065
-0.809524,9,495.251862
1.071429,4,495.28219
-0.809524,9,495.359349
-0.690476,14,495.477922
-0.809524,9,495.738666
-0.690476,14,495.857272
-0.928571,4,495.891595
-0.857143,7,495.95019
-9.690476,14,496.062418
-0.904762,5,496.105206
-0.785714,10,496.193551
-0.785714,10,496.27753
-0.809524,9,496.356162
-0.904762,5,496.395514
-0.714286,13,496.505513
-0.904762,5,496.545963
-0.857143,7,496.605705
-0.738095,12,496.711561
-0.761905,11,496.804541
-0.761905,11,496.895369
-0.761905,11,496.991409
-0.809524,9,497.067133
-0.738095,12,497.165447
-0.809524,9,497.244649
-0.857143,7,497.309863
-0.761905,11,497.401119
-0.833333,8,497.47239
-0.761905,11,497.569103
-0.761905,11,497.667118
-0.880952,6,497.723833
-0.761905,11,497.816538
-0.809524,9,498.075884
-0.761905,11,498.164743
-0.761905,11,498.263267
-0.761905,11,498.359558
1.238095,11,498.453116
-0.928571,4,498.489334
-0.809524,9,498.573829
-0.761905,11,498.665874
-0.666667,15,498.785808
-0.738095,12,498.886712
-9.738095,12,498.985213
-0.761905,11,499.079835
-0.880952,6,499.131806
-0.928571,4,499.167029
-0.809524,9,499.2461
-0.809524,9,499.323168
-0.809524,9,499.396516
-0.809524,9,499.471091
-0.809524,9,499.546134
-0.714286,13,499.657224
-0.714286,13,499.762062
-0.809524,9,499.842234
-0.880952,6,499.890741
-0.785714,10,499.975963
-0.809524,9,500.051824
-0.761905,11,500.147724
-0.904762,5,500.191758
-0.857143,7,500.422199
-0.761905,11,500.522004
1.214286,10,500.603551
-0.761905,11,500.702136
-0.761905,11,500.796877
-0.809524,9,500.873161
-0.904762,5,500.916829
-9.785714,10,500.994485
-0.880952,6,501.045161
-0.928571,4,501.07751
-0.809524,9,501.154259
-0.761905,11,501.243671
-0.809524,9,501.31712
-0.904762,5,501.360429
-0.857143,7,501.423532
-0.761905,11,501.510984
-0.928571,4,501.544199
-0.761905,11,501.635541
-0.833333,8,501.702854
-0.809524,9,501.778505
-0.857143,7,501.835097
-0.928571,4,501.873232
-0.833333,8,501.93924
-0.880952,6,501.991856
-0.928571,4,502.028028
-0.738095,12,502.12935
-0.785714,10,502.218169
-0.833333,8,502.283986
-0.785714,10,502.366981
-0.833333,8,502.438536
-0.928571,4,502.472448
-0.904762,5,502.519604
-0.880952,6,502.571473
-0.738095,12,502.860629
-0.714286,13,502.970718
-0.904762,5,503.013808
-0.809524,9,503.08717
-0.761905,11,503.180287
-0.857143,7,503.23749
-0.833333,8,503.306983
-0.690476,14,503.428266
-0.809524,9,503.508371
-0.761905,11,503.599462
-9.809524,9,503.67276
-0.785714,10,503.758322
-0.904762,5,503.799634
-0.785714,10,503.887038
-0.809524,9,503.966978
-0.833333,8,504.038129
-0.761905,11,504.133688
-0.785714,10,504.217176
-0.833333,8,504.285891
-0.928571,4,504.321545
-0.738095,12,504.424033
-0.833333,8,504.496079
-0.785714,10,504.590858
-0.785714,10,504.683532
-0.904762,5,504.725243
-0.761905,11,504.82172
-0.928571,4,504.859355
-0.666667,15,505.179435
-0.809524,9,505.259017
-0.714286,13,505.373008
-0.833333,8,505.44256
-0.761905,11,505.532449
-0.904762,5,505.573521
-0.761905,11,505.668016
-9.785714,10,505.751591
-0.761905,11,505.842442
-0.666667,15,505.97138
-0.761905,11,506.06999
-0.880952,6,506.128622
-0.928571,4,506.170682
-0.928571,4,506.205516
-0.880952,6,506.261351
-0.880952,6,506.315437
-0.785714,10,506.408287
-0.833333,8,506.482527
-0.928571,4,506.519651
-9.761905,11,506.612413
-0.785714,10,506.700153
-0.904762,5,506.743258
-0.857143,7,506.805361
-0.738095,12,506.912617
-0.904762,5,506.952902
-0.904762,5,506.993418
-0.904762,5,507.032029
-0.761905,11,507.125063
-9.666667,15,507.246005
-0.714286,13,507.354136
-0.714286,13,507.643622
-0.928571,4,507.678525
