#{"t_start": 1616435654.7412186, "env_id": null}
r,l,t
-0.738095,12,507.790895
-0.833333,8,507.860609
-0.857143,7,507.919971
-0.833333,8,507.987682
-0.809524,9,508.074852
1.119048,6,508.119898
-0.833333,8,508.184918
-0.857143,7,508.247338
-0.833333,8,508.316369
-9.714286,13,508.417722
-0.904762,5,508.457077
-0.880952,6,508.50958
-0.690476,14,508.627092
-0.738095,12,508.732892
-0.761905,11,508.824422
-0.690476,14,508.936803
-0.809524,9,509.013834
-0.833333,8,509.081923
-0.928571,4,509.114662
-0.833333,8,509.183095
-9.738095,12,509.275863
-0.857143,7,509.341568
-0.738095,12,509.44495
-9.738095,12,509.554964
-0.928571,4,509.594702
-0.642857,16,509.739
-0.690476,14,510.066519
-0.738095,12,510.18641
-0.785714,10,510.277125
1.190476,9,510.35255
-0.738095,12,510.457172
-0.738095,12,510.562626
-0.809524,9,510.633842
-0.857143,7,510.688136
-0.928571,4,510.719676
-0.857143,7,510.775636
-0.761905,11,510.862398
-0.809524,9,510.932852
-0.904762,5,510.974229
-9.666667,15,511.089626
-0.928571,4,511.122237
-0.738095,12,511.221905
-0.833333,8,511.287773
-0.785714,10,511.373301
-0.880952,6,511.427117
-0.833333,8,511.507773
-0.785714,10,511.603585
-0.785714,10,511.703933
-0.880952,6,511.756827
-0.809524,9,511.837951
-0.833333,8,511.912026
-0.928571,4,511.951164
-0.857143,7,512.017452
-9.619048,17,512.162688
-0.928571,4,512.385961
-0.666667,15,512.510777
-0.785714,10,512.592136
-0.714286,13,512.703316
-0.833333,8,512.767841
-9.642857,16,512.893976
-0.857143,7,512.95181
-0.904762,5,513.006762
-0.833333,8,513.086513
-0.928571,4,513.11707
-0.904762,5,513.158573
-0.857143,7,513.214089
-0.785714,10,513.295592
-9.809524,9,513.365587
-0.690476,14,513.486294
1.261905,12,513.587101
-0.880952,6,513.639067
-0.857143,7,513.702486
-0.785714,10,513.789506
-0.785714,10,513.872916
-0.714286,13,513.979213
-0.857143,7,514.035388
-0.904762,5,514.077188
-0.761905,11,514.165901
-9.833333,8,514.224754
-0.785714,10,514.302996
-0.642857,16,514.433859
-0.928571,4,514.46556
-0.904762,5,514.510178
-0.857143,7,514.764577
-0.714286,13,514.88098
-0.738095,12,514.990469
-0.809524,9,515.074841
-0.880952,6,515.131055
-0.857143,7,515.187912
-0.809524,9,515.275366
-0.738095,12,515.379354
-0.666667,15,515.508154
-0.857143,7,515.565374
-0.857143,7,515.62735
-0.761905,11,515.717079
-0.809524,9,515.797205
-0.690476,14,515.917913
-9.666667,15,516.051382
-0.785714,10,516.148122
-0.785714,10,516.251089
-0.714286,13,516.365007
-9.833333,8,516.430797
-0.761905,11,516.529203
-0.809524,9,516.606902
-0.714286,13,516.715418
-0.857143,7,516.770699
-0.761905,11,516.859222
-9.738095,12,517.126415
-0.785714,10,517.21519
-0.785714,10,517.302832
-0.714286,13,517.414956
-0.785714,10,517.498899
-0.880952,6,517.547935
-0.833333,8,517.611624
-0.928571,4,517.643934
-0.833333,8,517.710855
-0.833333,8,517.771677
-0.880952,6,517.819146
-0.833333,8,517.886754
-0.785714,10,517.971845
-0.785714,10,518.059915
-0.904762,5,518.101804
-9.52381,21,518.243083
-0.809524,9,518.314724
-0.785714,10,518.395628
-0.928571,4,518.429293
-0.785714,10,518.518272
-0.904762,5,518.559051
-0.904762,5,518.598673
-0.809524,9,518.680672
-0.880952,6,518.738935
1.261905,12,518.849907
-0.928571,4,518.887398
-0.738095,12,519.006169
-0.714286,13,519.126609
-0.761905,11,519.231887
-0.809524,9,519.512616
-0.857143,7,519.577854
1.309524,14,519.706309
-0.833333,8,519.778527
-0.880952,6,519.829105
-9.690476,14,519.946067
-0.785714,10,520.032778
-0.928571,4,520.066662
1.190476,9,520.139071
1.404762,18,520.282248
-0.833333,8,520.350026
-0.904762,5,520.392667
-0.809524,9,520.468361
-0.880952,6,520.518586
-0.880952,6,520.568066
-0.880952,6,520.62073
-0.857143,7,520.681558
-0.928571,4,520.714431
-0.809524,9,520.792808
-0.928571,4,520.825446
-0.785714,10,520.910125
-0.809524,9,520.985292
-0.761905,11,521.075797
-0.785714,10,521.16557
-0.761905,11,521.258084
-0.880952,6,521.314031
-0.928571,4,521.350397
-0.785714,10,521.43233
-0.904762,5,521.478455
-0.904762,5,521.519642
-0.809524,9,521.600857
-0.642857,16,521.919226
-0.738095,12,522.031755
-0.904762,5,522.076292
-0.809524,9,522.153015
-9.785714,10,522.240222
-0.904762,5,522.283603
1.166667,8,522.348965
-9.547619,20,522.510493
-0.928571,4,522.545638
-0.880952,6,522.598714
-0.785714,10,522.689791
-9.738095,12,522.79243
-0.761905,11,522.889728
-0.857143,7,522.952183
-0.904762,5,522.998087
-0.857143,7,523.060067
-0.857143,7,523.119951
-0.761905,11,523.213143
-0.928571,4,523.247765
-0.880952,6,523.308196
-0.880952,6,523.359641
-0.809524,9,523.443572
-0.761905,11,523.54135
-0.714286,13,523.659879
-0.857143,7,523.719027
-0.785714,10,523.814561
-9.642857,16,523.950205
-0.833333,8,524.018871
-0.928571,4,524.055629
-0.714286,13,524.362204
-0.809524,9,524.436592
-0.761905,11,524.53488
-0.833333,8,524.601905
-0.809524,9,524.692455
-9.738095,12,524.793782
-0.714286,13,524.906232
-0.833333,8,524.973416
-0.714286,13,525.085049
-0.904762,5,525.141121
-0.833333,8,525.209104
-0.928571,4,525.252773
-0.809524,9,525.337075
-0.904762,5,525.384342
-0.761905,11,525.482767
-0.690476,14,525.614248
-0.738095,12,525.722221
-0.833333,8,525.800629
-0.904762,5,525.843474
-0.761905,11,525.938219
-0.857143,7,526.000032
-9.738095,12,526.099253
-0.738095,12,526.196051
-0.833333,8,526.27017
-9.666667,15,526.396737
-9.809524,9,526.475017
-0.785714,10,526.566103
-0.880952,6,526.788896
-0.738095,12,526.893883
-0.785714,10,526.977718
-0.690476,14,527.094474
-0.809524,9,527.170444
-0.833333,8,527.246788
-0.642857,16,527.381914
-0.738095,12,527.482843
-0.880952,6,527.532586
-0.714286,13,527.63565
-0.928571,4,527.670426
-0.857143,7,527.730765
-0.809524,9,527.811945
-9.642857,16,527.943595
-0.809524,9,528.022952
-0.809524,9,528.107543
-0.785714,10,528.191482
-0.785714,10,528.273502
-0.809524,9,528.353584
-0.928571,4,528.394214
-0.809524,9,528.47772
-0.809524,9,528.564238
-0.809524,9,528.642429
-0.857143,7,528.707035
1.261905,12,528.808712
-0.833333,8,528.880346
-9.666667,15,529.217212
-0.690476,14,529.339777
-0.880952,6,529.387666
-0.833333,8,529.456736
-0.785714,10,529.540259
-0.880952,6,529.592811
-0.785714,10,529.679831
-0.738095,12,529.782962
-0.904762,5,529.829253
-0.880952,6,529.883099
-0.904762,5,529.932384
-0.809524,9,530.013544
-0.761905,11,530.111847
-0.928571,4,530.148359
-0.761905,11,530.240895
-0.857143,7,530.303991
-0.880952,6,530.356663
-0.809524,9,530.440593
-0.904762,5,530.489211
1.309524,14,530.600178
1.166667,8,530.665603
-0.738095,12,530.771804
-0.738095,12,530.885044
-0.642857,16,531.030316
-0.809524,9,531.10894
-0.880952,6,531.161287
-0.738095,12,531.267989
-0.880952,6,531.323057
-0.904762,5,531.366345
-0.785714,10,531.647958
-0.857143,7,531.719408
-0.904762,5,531.758967
-0.833333,8,531.825373
-0.714286,13,531.942294
-0.904762,5,531.986296
-0.904762,5,532.037422
-0.809524,9,532.112234
-0.928571,4,532.150642
-0.690476,14,532.265446
-0.809524,9,532.351648
-0.738095,12,532.453236
-0.809524,9,532.53214
-0.809524,9,532.610519
-0.738095,12,532.717849
-0.761905,11,532.816585
-0.761905,11,532.911637
-9.738095,12,533.017353
-0.785714,10,533.106863
-0.761905,11,533.202858
-0.904762,5,533.250452
-0.904762,5,533.293375
-0.833333,8,533.363006
-0.738095,12,533.468904
-0.714286,13,533.578103
-0.785714,10,533.674503
-0.714286,13,533.784428
-0.857143,7,533.843252
-0.690476,14,534.138499
-0.928571,4,534.173663
-0.785714,10,534.267952
-0.738095,12,534.367013
-0.785714,10,534.455432
-0.785714,10,534.540996
-0.833333,8,534.606418
-0.928571,4,534.639745
-0.738095,12,534.74353
-0.738095,12,534.841131
-0.833333,8,534.915997
-0.785714,10,534.998279
-0.714286,13,535.115313
-0.833333,8,535.182941
-0.857143,7,535.244347
-0.904762,5,535.282732
-0.904762,5,535.324913
-0.738095,12,535.424665
1.214286,10,535.509341
-9.666667,15,535.638154
-0.857143,7,535.702321
-0.785714,10,535.797769
-9.809524,9,535.876308
-0.833333,8,535.951621
-0.880952,6,536.009408
-0.833333,8,536.085143
-9.714286,13,536.194333
-0.690476,14,536.528543
-0.833333,8,536.601053
-0.738095,12,536.716143
-0.857143,7,536.778319
-0.833333,8,536.854103
-9.642857,16,536.984969
-0.833333,8,537.068567
-0.904762,5,537.119403
-0.857143,7,537.184413
-0.761905,11,537.280959
-0.857143,7,537.349472
-0.833333,8,537.413095
-0.714286,13,537.527248
-9.738095,12,537.624064
-0.833333,8,537.701053
-0.809524,9,537.780599
-0.714286,13,537.897582
-0.880952,6,537.950805
-0.833333,8,538.024888
-0.928571,4,538.057946
-0.666667,15,538.185074
-0.642857,16,538.317799
-0.761905,11,538.415124
-0.857143,7,538.47764
-0.857143,7,538.537761
-0.642857,16,538.678296
-0.857143,7,538.738597
-0.738095,12,539.103353
-0.690476,14,539.243624
-0.761905,11,539.342073
-0.833333,8,539.408286
-0.904762,5,539.453174
-0.833333,8,539.522237
-0.833333,8,539.589404
-0.928571,4,539.626694
-0.809524,9,539.704389
-0.904762,5,539.750984
1.261905,12,539.857074
-0.761905,11,539.946927
-9.690476,14,540.061988
-0.714286,13,540.177871
-0.690476,14,540.296213
-0.904762,5,540.34001
1.309524,14,540.474369
-0.642857,16,540.621886
-0.833333,8,540.694231
-0.738095,12,540.805482
-0.809524,9,540.891315
-0.809524,9,540.96539
-0.809524,9,541.046653
-0.904762,5,541.087745
-0.785714,10,541.182051
-0.785714,10,541.268008
-0.738095,12,541.587372
-0.833333,8,541.664571
-0.833333,8,541.73888
-0.928571,4,541.773677
-0.904762,5,541.820162
-0.857143,7,541.882792
-0.880952,6,541.940362
-0.785714,10,542.038296
-0.809524,9,542.128642
-0.880952,6,542.186303
-0.809524,9,542.271342
-0.857143,7,542.3343
-0.880952,6,542.38806
-9.857143,7,542.443605
-0.809524,9,542.525293
-0.833333,8,542.59356
-0.761905,11,542.687537
-9.714286,13,542.793566
-0.785714,10,542.883067
-0.833333,8,542.949255
-0.880952,6,543.001838
-0.690476,14,543.128739
-0.928571,4,543.162554
-0.809524,9,543.24256
-0.880952,6,543.302049
-0.833333,8,543.375005
-9.785714,10,543.455089
-0.928571,4,543.488452
-0.738095,12,543.593063
-0.833333,8,543.665327
1.190476,9,543.740067
-0.738095,12,544.027259
-0.809524,9,544.107465
-0.880952,6,544.166829
-0.761905,11,544.26522
-9.666667,15,544.389902
-0.809524,9,544.472672
-0.690476,14,544.596565
-0.809524,9,544.676825
-0.833333,8,544.749692
-0.714286,13,544.86266
-0.904762,5,544.90708
-0.880952,6,544.957614
-0.833333,8,545.029016
-0.666667,15,545.178912
-0.738095,12,545.282308
-0.738095,12,545.38984
-0.857143,7,545.449806
-0.880952,6,545.503628
-0.785714,10,545.586127
-9.642857,16,545.716088
-0.904762,5,545.755604
-0.880952,6,545.810363
-0.785714,10,545.890498
-0.833333,8,545.962302
-0.809524,9,546.041236
-0.809524,9,546.11598
-0.785714,10,546.200705
-0.928571,4,546.232451
1.261905,12,546.507714
-0.833333,8,546.575221
-0.809524,9,546.658176
-0.904762,5,546.70369
-0.738095,12,546.82188
-0.761905,11,546.928604
-0.738095,12,547.033569
-0.904762,5,547.075757
-0.880952,6,547.136781
-0.857143,7,547.201779
-0.761905,11,547.305564
-0.761905,11,547.402497
-0.833333,8,547.472463
-0.904762,5,547.518057
-0.928571,4,547.552884
-9.714286,13,547.661967
-0.761905,11,547.759402
-0.761905,11,547.853554
-0.809524,9,547.945349
-9.714286,13,548.062859
-9.785714,10,548.142062
-0.904762,5,548.183333
-0.809524,9,548.255975
-9.714286,13,548.358453
-0.809524,9,548.432519
-0.761905,11,548.530324
-0.904762,5,548.572905
-0.857143,7,548.62768
-0.857143,7,548.879676
-0.809524,9,548.972152
-0.857143,7,549.040245
-0.714286,13,549.166618
-0.809524,9,549.247139
-0.928571,4,549.280522
-0.785714,10,549.376308
-9.761905,11,549.468755
-0.833333,8,549.543606
-0.738095,12,549.647264
1.238095,11,549.749693
-0.761905,11,549.846316
-9.761905,11,549.943145
-0.809524,9,550.031392
-0.738095,12,550.139835
-0.666667,15,550.271477
-0.880952,6,550.3297
-0.880952,6,550.383759
-0.785714,10,550.478943
-0.714286,13,550.600407
-0.642857,16,550.736639
-9.738095,12,550.838047
-0.833333,8,550.905672
-0.714286,13,551.002545
-0.833333,8,551.062369
-0.690476,14,551.347373
-0.666667,15,551.473571
-0.833333,8,551.542649
-0.690476,14,551.656439
-0.714286,13,551.760808
-0.666667,15,551.902699
-0.738095,12,552.017974
-0.904762,5,552.065664
-0.761905,11,552.163346
-0.761905,11,552.259675
-0.785714,10,552.349047
-0.857143,7,552.409197
-9.666667,15,552.539142
-0.785714,10,552.629613
-0.809524,9,552.712246
-0.738095,12,552.825421
-0.809524,9,552.903322
-9.809524,9,552.977462
-0.738095,12,553.082631
-0.880952,6,553.132949
-9.738095,12,553.233592
-0.904762,5,553.279348
-0.809524,9,553.367819
-0.928571,4,553.403033
-9.666667,15,553.533316
-0.690476,14,553.840996
-0.857143,7,553.902533
-0.857143,7,553.964815
-0.809524,9,554.044065
-0.714286,13,554.156136
-0.761905,11,554.260193
-0.857143,7,554.321734
-9.785714,10,554.409631
-0.857143,7,554.47129
-0.857143,7,554.533685
-0.857143,7,554.598073
-0.833333,8,554.679525
-0.809524,9,554.766815
-0.880952,6,554.81969
-0.904762,5,554.867308
-0.690476,14,554.992885
-0.809524,9,555.079728
-0.785714,10,555.167596
1.261905,12,555.263407
-0.833333,8,555.333344
-0.833333,8,555.402936
-0.738095,12,555.506446
-9.714286,13,555.61144
-0.857143,7,555.669851
-0.809524,9,555.750031
-0.690476,14,555.873181
-0.904762,5,555.920113
-0.880952,6,555.970728
-0.714286,13,556.265596
-9.642857,16,556.401971
-0.809524,9,556.480926
-0.904762,5,556.523394
-0.738095,12,556.632775
-0.761905,11,556.725437
-0.761905,11,556.823789
-0.833333,8,556.89396
-0.928571,4,556.927133
-0.809524,9,557.00516
-0.738095,12,557.114093
-0.857143,7,557.179408
-0.833333,8,557.249683
-0.857143,7,557.310968
-0.785714,10,557.402335
-0.880952,6,557.450456
1.309524,14,557.572623
-0.857143,7,557.631676
-0.880952,6,557.690531
-0.880952,6,557.743996
-0.738095,12,557.855991
-0.785714,10,557.951435
-0.857143,7,558.010627
-0.833333,8,558.083822
-0.809524,9,558.164071
-0.857143,7,558.226103
-0.809524,9,558.314199
-0.928571,4,558.349751
-0.690476,14,558.470624
-0.785714,10,558.735037
-0.690476,14,558.847747
-0.833333,8,558.920389
-0.928571,4,558.952717
-0.880952,6,559.007035
-0.809524,9,559.083585
-0.714286,13,559.196558
-0.833333,8,559.270622
-0.785714,10,559.35646
-0.809524,9,559.435035
-0.904762,5,559.475631
-0.595238,18,559.623011
-9.857143,7,559.682361
-0.833333,8,559.753491
-0.809524,9,559.82957
-0.761905,11,559.930482
-0.857143,7,559.989013
-0.833333,8,560.053503
-0.880952,6,560.101686
-9.714286,13,560.204722
-0.714286,13,560.324366
-0.785714,10,560.409423
-0.738095,12,560.517137
-0.666667,15,560.643876
-0.761905,11,560.740108
-0.857143,7,560.815861
-0.785714,10,561.084346
-0.785714,10,561.179396
-0.928571,4,561.21415
-0.809524,9,561.298246
-9.666667,15,561.425814
-0.880952,6,561.481612
-0.785714,10,561.566087
-0.738095,12,561.664746
-0.880952,6,561.717505
-0.571429,19,561.863405
-0.809524,9,561.945502
-0.785714,10,562.035444
-0.642857,16,562.172024
-0.690476,14,562.292468
-9.738095,12,562.398172
-0.904762,5,562.444954
-0.738095,12,562.550519
1.261905,12,562.64797
-0.857143,7,562.707921
-0.904762,5,562.748432
-0.904762,5,562.78826
-0.904762,5,562.833352
-0.785714,10,562.921944
-0.785714,10,563.006637
-0.761905,11,563.100034
-0.809524,9,563.177921
-0.785714,10,563.462545
-0.857143,7,563.51816
-0.833333,8,563.587083
-0.714286,13,563.709015
1.261905,12,563.817176
-0.761905,11,563.923291
-0.833333,8,563.998028
-0.833333,8,564.073169
-0.785714,10,564.168439
-0.928571,4,564.20801
-0.738095,12,564.318263
-0.809524,9,564.39844
-0.738095,12,564.516526
-0.833333,8,564.598248
-9.761905,11,564.691323
-0.904762,5,564.735794
-0.809524,9,564.810199
-0.809524,9,564.889424
-0.880952,6,564.943851
-9.690476,14,565.064043
-9.714286,13,565.166666
-9.738095,12,565.267119
-0.738095,12,565.376452
-0.857143,7,565.436662
-0.880952,6,565.489061
-0.714286,13,565.601362
-9.761905,11,565.697355
-0.904762,5,565.739725
-9.642857,16,566.066761
-0.928571,4,566.101702
-0.928571,4,566.137937
-0.880952,6,566.192108
-0.880952,6,566.245341
-0.928571,4,566.280287
-0.785714,10,566.369368
-0.833333,8,566.437501
-0.785714,10,566.535117
-0.809524,9,566.611407
-0.904762,5,566.659573
-0.857143,7,566.721581
-0.761905,11,566.819907
-0.880952,6,566.873588
-0.809524,9,566.955544
-0.809524,9,567.045817
-0.714286,13,567.157778
1.309524,14,567.283412
-0.833333,8,567.353291
-9.738095,12,567.459256
-0.833333,8,567.529053
-0.857143,7,567.588295
-0.833333,8,567.668651
-0.833333,8,567.736333
-0.857143,7,567.800448
-0.833333,8,567.867768
-0.857143,7,567.928045
-0.785714,10,568.01197
-0.666667,15,568.140319
-0.904762,5,568.18321
-0.833333,8,568.491075
-0.833333,8,568.56164
-0.785714,10,568.652519
-0.809524,9,568.728241
-0.809524,9,568.811855
-0.809524,9,568.889093
-0.904762,5,568.938575
-9.738095,12,569.038344
-0.857143,7,569.107275
-0.928571,4,569.153751
-0.714286,13,569.276855
-0.761905,11,569.377541
-0.904762,5,569.427042
-0.761905,11,569.542446
-0.904762,5,569.585662
-0.761905,11,569.689358
1.166667,8,569.753295
-0.880952,6,569.807811
-0.833333,8,569.871809
-9.690476,14,569.98585
-0.833333,8,570.057382
-0.785714,10,570.151113
-0.928571,4,570.182112
-0.714286,13,570.29063
-0.666667,15,570.42301
-9.690476,14,570.540143
-0.785714,10,570.624664
-0.857143,7,570.69846
-0.785714,10,570.969816
-0.714286,13,571.100149
-0.857143,7,571.169755
1.285714,13,571.290818
-0.785714,10,571.382375
-0.714286,13,571.499031
-0.619048,17,571.649547
-0.904762,5,571.695637
-0.857143,7,571.757284
-9.714286,13,571.869611
-0.690476,14,571.988155
-0.761905,11,572.082839
-0.761905,11,572.182267
1.190476,9,572.258787
-0.809524,9,572.338097
-0.619048,17,572.47771
-0.785714,10,572.5731
-9.690476,14,572.69279
-9.738095,12,572.785993
-0.809524,9,572.873562
-9.619048,17,573.022167
-0.785714,10,573.109461
-0.785714,10,573.397425
-0.809524,9,573.47848
-0.714286,13,573.594469
-0.857143,7,573.662688
-0.738095,12,573.770303
-0.809524,9,573.851657
-0.738095,12,573.959684
-0.785714,10,574.046029
-0.857143,7,574.103717
-9.666667,15,574.22807
-0.785714,10,574.316892
-9.666667,15,574.43778
1.285714,13,574.547336
-0.904762,5,574.592377
-9.666667,15,574.719285
-0.857143,7,574.7869
-0.785714,10,574.872047
-0.714286,13,574.981579
-0.904762,5,575.022496
-0.738095,12,575.126012
-0.833333,8,575.191301
-0.785714,10,575.28081
-0.738095,12,575.381206
-0.785714,10,575.465247
-0.738095,12,575.567668
-0.714286,13,575.853506
-0.809524,9,575.926962
-9.738095,12,576.020488
-0.761905,11,576.115714
-0.761905,11,576.21071
-0.785714,10,576.291905
-0.785714,10,576.375634
-0.785714,10,576.462948
